#Mod_Priority,#Mod_Status,#Mod_Name,#Note,#Primary_Category,#Nexus_ID,#Mod_Nexus_URL,#Mod_Version,#Install_Date,#Download_File_Name
"0158","+","Sprint Sneak Movement Speed Fix","Sera de utilidad esto para corregir la velocidad del personaje???","Bug Fixes",86631,"https://www.nexusmods.com/skyrimspecialedition/mods/86631","1.1.3.0","2026/08/31 18:56:59","Sprint Sneak Movement Speed Fix 86631 1.1.3 2026-08-29T21-53Z 587RqT9Vl.zip"
"0159","+","Better Jumping SE","","Miscellaneous",18967,"https://www.nexusmods.com/skyrimspecialedition/mods/18967","1.9.5.0","2026/09/24 15:42:16","Better Jumping NG 18967 1.9.5 2026-09-21T02-41Z oPpNfUSBd.zip"
"0160","+","Auto Input Switch","permite usar el joystick y teclado conectados a la vez debe configurarce en 0 el ini manual","Miscellaneous",54309,"https://www.nexusmods.com/skyrimspecialedition/mods/54309","1.3.1.0","2026/08/28 20:32:23","Auto Input Switch 54309 1.3.1 2026-08-26T19-19Z 4t2yDcne2.7z"
"0161","+","Grab And Throw","no contiene parches","Gameplay",120460,"https://www.nexusmods.com/skyrimspecialedition/mods/120460","3.0.0.0","2026/09/24 15:42:11","Grab And Throw 120460 3.0.0 2026-09-21T13-06Z Ae46W7pW1.7z"
"0162","+","Ricochet - Arrow Physics Framework","","Gameplay",160603,"https://www.nexusmods.com/skyrimspecialedition/mods/160603","1.1.3.0","2026/09/06 23:06:07","Ricochet Framework - Latest Version 160603 1.1.3 2026-09-02T22-03Z CmfxYjdqx.zip"
"0163","+","Ricochet - Arrow Physics Framework - MCM menu","","Gameplay",160603,"https://www.nexusmods.com/skyrimspecialedition/mods/160603","MCM-02","2026/09/06 23:06:19","Ricochet Framework - MCM menu 160603 MCM-02 2026-08-01T18-19Z IoFlhf1X8.zip"
"0164","+","Locational Damage AE (SKSE Plugin)","","Combat",161250,"https://www.nexusmods.com/skyrimspecialedition/mods/161250","1.2.0.0","2026/05/04 15:04:37","Locational Damage AE-161250-1-2-1-1761585747.zip"
"0165","+","Shout Progression","configurable via ini","Shouts",162607,"https://www.nexusmods.com/skyrimspecialedition/mods/162607","1.2.1.0","2026/08/28 20:38:52","Shout Progression 162607 1.2.1 2026-08-27T16-19Z s6Og0dG9g.zip"
"0166","+","Shout Progression - MCM Menu","Traduccion manual del config.json","Shouts",162607,"https://www.nexusmods.com/skyrimspecialedition/mods/162607","1.0.0.0","2026/08/28 20:38:55","Shout Progression - MCM Menu-162607-1-0-1764501315.zip"
"0167","+","Spell Charge Time Progression","","Magic - Spells & Enchantments",163122,"https://www.nexusmods.com/skyrimspecialedition/mods/163122","1.0.0.0","2026/05/04 15:09:44","Spell Charge Time Progression-163122-1-0-1761841404.zip"
"0168","+","Smart Talk - Latest Version","","User Interface",161500,"https://www.nexusmods.com/skyrimspecialedition/mods/161500","1.0.6.0","2026/09/06 23:06:42","Smart Talk - Latest Version 161500 1.0.6 2026-09-02T22-19Z 31i7IoHAa.zip"
"0169","+","Smart Talk - MCM menu","","User Interface",161500,"https://www.nexusmods.com/skyrimspecialedition/mods/161500","MCM-01","2026/09/06 23:06:52","Smart Talk - MCM menu-161500-MCM-01-1762043001.zip"
"0170","+","Smart Talk - Latest Version - Spanish","","User Interface",163445,"https://www.nexusmods.com/skyrimspecialedition/mods/163445","MCM-01","2026/05/04 15:09:06","Smart Talk - MCM menu - Spanish-163445-MCM-01-1762132536.rar"
"0171","+","Description Framework","","User Interface",105799,"https://www.nexusmods.com/skyrimspecialedition/mods/105799","2.1.2.0","2026/05/04 14:57:50","Description Framework-105799-2-1-2-1756574770.rar"
"0172","+","Dynamic Dialogue Replacer","","Utilities",135618,"https://www.nexusmods.com/skyrimspecialedition/mods/135618","1.4.1.0","2026/05/04 14:58:05","Dynamic Dialogue Replacer-135618-1-4-1-1777817846.zip"
"0173","+","Currency Swapper","","Utilities",127686,"https://www.nexusmods.com/skyrimspecialedition/mods/127686","2.2.0.0","2026/05/08 21:47:06","Currency Swapper-127686-2-2-0-1778256858.7z"
"0174","+","Infinity UI","","Utilities",74483,"https://www.nexusmods.com/skyrimspecialedition/mods/74483","2.0.3.0","2026/05/04 15:03:16","Infinity UI-74483-2-0-3-1730049690.rar"
"0175","+","Papyrus Ini Manipulator","","Modders Resources",65634,"https://www.nexusmods.com/skyrimspecialedition/mods/65634","1.9.9.0","2026/08/28 20:32:29","Papyrus Ini Manipulator 65634 1.9.9 2026-08-23T21-53Z cE8hkAmA5.zip"
"0176","+","Lexicon SKSE","","Modders Resources",153176,"https://www.nexusmods.com/skyrimspecialedition/mods/153176","0.6.3.0","2026/09/06 23:05:55","Lexicon - Main File 153176 0.6.3.0 2026-09-06T05-03Z VMSnJrsdO.7z"
"0177","+","Actor Value Generator","","Modders Resources",84743,"https://www.nexusmods.com/skyrimspecialedition/mods/84743","2.3.6.0","2026/09/06 23:05:52","Actor Value Generator - Main File 84743 2.3.6.0 2026-09-06T04-44Z gbrZ4tQ11.7z"
"0178","+","ImGui Icons","","User Interface",114790,"https://www.nexusmods.com/skyrimspecialedition/mods/114790","1.2.0.0","2026/05/04 15:01:13","imGui Icons-114790-1-2-0-1763843695.7z"
"0179","+","SkyPrompt","traducir","User Interface",148703,"https://www.nexusmods.com/skyrimspecialedition/mods/148703","2.4.0.0","2026/09/14 17:48:34","SkyPrompt 148703 2.4.0 2026-09-14T14-50Z 2Bej58DAb.7z"
"0180","+","Pickpocket Everyone SKSE","","Stealth",173104,"https://www.nexusmods.com/skyrimspecialedition/mods/173104","1.0.0.0","2026/05/04 15:06:28","Pickpocket Everyone SKSE-173104-1-0-1771700351.zip"
"0181","+","Keep Up - Follower Locomotion Fix","","Followers & Companions",173685,"https://www.nexusmods.com/skyrimspecialedition/mods/173685","4.3.1.0","2026/09/06 23:05:45","Keep Up Follower Locomotion Fix 173685 4.3.1 2026-09-05T13-22Z UK35XnBAQ.7z"
"0182","+","NPC Redresser","","Bug Fixes",174119,"https://www.nexusmods.com/skyrimspecialedition/mods/174119","0.4.0.0","2026/05/04 15:06:03","NPC Redresser-174119-0-4-1776021189.zip"
"0183","+","Dynamic Non-Player Characters","","Utilities",172584,"https://www.nexusmods.com/skyrimspecialedition/mods/172584","0.7.3.0","2026/09/24 15:42:04","Dynamic Non-Player Characters 172584 0.7.3 2026-09-19T14-01Z yIjvuhdJ0.zip"
"0184","+","Dynamic Leveled Lists (SKSE)","","Utilities",172083,"https://www.nexusmods.com/skyrimspecialedition/mods/172083","0.5.2.0","2026/09/24 15:41:46","Dynamic Leveled Lists 172083 0.5.2 2026-09-19T21-07Z oPpNfUSib.zip"
"0185","+","Dynamic Container Loot (SKSE)","al actualizar borrar el DynamicContainerLoot.esp que se genera en el overwrite","Utilities",172018,"https://www.nexusmods.com/skyrimspecialedition/mods/172018","0.6.0.0","2026/09/24 15:41:02","Dynamic Container Loot 172018 0.6.0 2026-09-19T21-30Z Ks18n0GQY.zip"
"0186","+","Simple Custom Weights (SKSE)","","Gameplay",153728,"https://www.nexusmods.com/skyrimspecialedition/mods/153728","2.2.1.0","2026/05/04 15:08:15","Simple Custom Weights (SKSE)-153728-2-2-1-1769650166.zip"
"0187","+","Simple Custom Weights (SKSE) INI Preset","","Gameplay",153728,"https://www.nexusmods.com/skyrimspecialedition/mods/153728","2.2.1.0","2026/05/04 15:08:15","Simple Custom Weights (SKSE) INI Preset-153728-2-2-1-1769650295.zip"
"0188","+","Tome And Spell Identifier NG","traduje y subi a nexus pero lo aplique directo en el mod original","User Interface",153342,"https://www.nexusmods.com/skyrimspecialedition/mods/153342","2.0.1.0","2026/05/04 15:10:39","Tome And Spell Identifier (SKSE)-153342-2-0-1-1752058270.zip"
"0189","+","Disabled Reference Integrity Fix (SKSE)","","Bug Fixes",175062,"https://www.nexusmods.com/skyrimspecialedition/mods/175062","1.5.0.0","2026/09/06 23:05:42","Disabled Reference Integrity Fix AE (SKSE) 175062 1.5.0 2026-09-05T09-17Z pQ0AZ3wAC.7z"
"0190","+","NPC Fixer - Invisible and Naked NPC Fixer","","Bug Fixes",177449,"https://www.nexusmods.com/skyrimspecialedition/mods/177449","1.8.1.0","2026/05/04 15:06:03","NPC Fixer   Invisible And Naked NPC Fixer-177449-1-8-1-1777235623.rar"
"0191","+","Dynamic Armor Variants Extended","ya instale lo que necesito a la fecha","Utilities",175181,"https://www.nexusmods.com/skyrimspecialedition/mods/175181","1.7.5.0","2026/05/04 14:58:04","Dynamic Armor Variants Extended-175181-v1-7-5-1777141823.zip"
"0192","+","Copy Paste In Menus","no contiene parches","User Interface",178439,"https://www.nexusmods.com/skyrimspecialedition/mods/178439","1.0.4.0","2026/09/06 23:05:33","Copy Paste In Menus 178439 1.0.4 2026-09-03T06-49Z 8gJHT4Lf4.7z"
"0193","+","Aggro Management in Skyrim","","Combat",178565,"https://www.nexusmods.com/skyrimspecialedition/mods/178565","1.3.2.0","2026/08/06 20:39:39","Aggro Management In Skyrim 178565 1.3.2 2026-08-03T14-07Z zYsEpQCvv.7z"
"0194","+","Simple Offence Suppression","no contiene parches","Gameplay",41764,"https://www.nexusmods.com/skyrimspecialedition/mods/41764","2.3.1.0","2026/08/28 20:39:11","Simple Offence Suppression 41764 2.3.1 2026-08-26T07-19Z UK35XnEvm.7z"
"0195","+","Notification Filter - Remove unwanted notifications","","User Interface",67925,"https://www.nexusmods.com/skyrimspecialedition/mods/67925","1.2.1.0","2026/05/04 15:06:02","Notification Filter-67925-1-2-1-1666720619.zip"
"0196","+","Shout Recovery Utilities","requisito para Nirn's Chosen ","Shouts",115457,"https://www.nexusmods.com/skyrimspecialedition/mods/115457","1.1.0.0","2026/05/04 15:08:08","Shout Recovery Utility-115457-1-1-1725590858.7z"
"0197","+","aTweaks (Magic Casting Utilities update)","","Magic - Gameplay",107741,"https://www.nexusmods.com/skyrimspecialedition/mods/107741","2.2.1.0","2026/05/04 14:52:43","aTweaks-107741-2-2-1-1772383687.7z"
"0198","+","Apostasy Framework","requisito para Nirn's Chosen ","Modders Resources",160033,"https://www.nexusmods.com/skyrimspecialedition/mods/160033","1.0.0.0","2026/05/04 14:52:38","Apostasy Framework-160033-1-0-1758995885.7z"
"0199","+","Race Compatibility SKSE (RCS)","Instalado lo que necesito a la fecha","Utilities",122592,"https://www.nexusmods.com/skyrimspecialedition/mods/122592","2.5.8.0","2026/09/07 18:06:42","Race Compatibility SKSE 122592 2.5.8 2026-09-07T03-36Z EwgfAeP6g.zip"
"0200","+","Notify Events","","Modders Resources",175848,"https://www.nexusmods.com/skyrimspecialedition/mods/175848","1.0.0.0","2026/05/26 23:04:49","Notify Events-175848-1-0-0-1774714588.zip"
"0201","+","Recharge Framework","DSD uso personal es solo una linea","Modders Resources",157327,"https://www.nexusmods.com/skyrimspecialedition/mods/157327","1.0.2.0","2026/07/05 20:06:26","Recharge Framework 157327 1.0.2 Yj6wQRSVl.zip"
"0202","+","Collision Sentinel - Crash Fix","","Bug Fixes",181445,"https://www.nexusmods.com/skyrimspecialedition/mods/181445","2.2.0.0","2026/09/06 23:05:21","CollisionSentinel 181445 2.2.0 2026-09-02T10-34Z UK35Xnhxv.7z"
"0203","+","Fuzz's Legally Intelligible Core Kit","Abrir menu con F7","Modders Resources",181603,"https://www.nexusmods.com/skyrimspecialedition/mods/181603","1.4.0.0","2026/09/08 21:43:45","FLICK NG 181603 1.4.0 2026-09-07T18-44Z s6Og0dLrc.7z"
"0204","+","Fuzz's Legally Intelligible Core Kit - Spanish","","Utilities",182918,"https://www.nexusmods.com/skyrimspecialedition/mods/182918","1.3.0.0","2026/07/21 19:03:51","Fuzz'S Legally Intelligible Core Kit Spanish 182918 1.3.0 2026-07-21T22-56Z HZCMOyLmf.rar"
"0205","+","Selling of Stacks or Singles","Traducido manual no subido - para vender todo al usar una tecla y no ir de uno en uno","User Interface",182537,"https://www.nexusmods.com/skyrimspecialedition/mods/182537","1.0.6.0","2026/07/10 19:42:08","Selling of Stacks or Singles for Skyrim 1.6 182537 1.0.6 2026-07-10T20-46Z UK35XnNGQ.7z"
"0206","+","Selling of Stacks or Singles - Spanish","","Utilities",182919,"https://www.nexusmods.com/skyrimspecialedition/mods/182919","1.0.4.0","2026/06/30 18:35:51","Selling_Of_Stacks_Or_Singles_Spanish_1.0.4_xDLPwGTyY.rar"
"0207","+","Inverse Kinematics - Feet of Skyrim","","Immersion",184979,"https://www.nexusmods.com/skyrimspecialedition/mods/184979","6.0.0.0","2026/07/18 19:46:38","Inverse Kinematics - Feet of Skyrim 184979 6 2026-07-17T00-10Z IoFlhf040.zip"
"0208","+","Inverse Kinematics - Feet of Skyrim Spanish","","Immersion",185779,"https://www.nexusmods.com/skyrimspecialedition/mods/185779","6.0.0.0","2026/07/18 19:46:43","Inverse Kinematics - Feet of Skyrim Spanish 185779 6 2026-07-18T20-20Z pQ0AZ32Qx.rar"
"0209","+","Hotkey Reminder","Traduccion manual uso personal","User Interface",115853,"https://www.nexusmods.com/skyrimspecialedition/mods/115853","1.0.8.0","2026/07/14 18:04:59","Hotkey Reminder 115853 1.0.8 2026-07-14T11-16Z s6Og0djSf.zip"
"0210","+","ShowRaceMenu - NG","solucion de problemas al usar el comando","Bug Fixes",173086,"https://www.nexusmods.com/skyrimspecialedition/mods/173086","1.0.5.0","2026/09/06 23:05:15","ShowRaceMenu NG - Latest Version 173086 1.0.5 2026-09-02T22-13Z FpnkHZYDQ.zip"
"0211","+","Easy Console Commands","","Utilities",122895,"https://www.nexusmods.com/skyrimspecialedition/mods/122895","1.1.0.0","2026/09/06 23:05:09","Easy Console Commands 122895 1.1 2026-09-01T11-46Z Sx9oEw4sB.zip"
"0212","+","Mini's Micro-Systems Framework (MMSF)","","Modders Resources",183073,"https://www.nexusmods.com/skyrimspecialedition/mods/183073","1.1.0.0","2026/07/07 20:57:30","MMSF 183073 1.1.0.0 2026-07-07T00-43Z izKcFp4Vg.7z"
"0213","+","Highlight Objects","Resalta objetos - Akarnan Fork","Visuals and Graphics",183648,"https://www.nexusmods.com/skyrimspecialedition/mods/183648","1.8.0.0","2026/09/17 17:46:46","HighlightObjects 183648 1.8 2026-09-15T23-42Z EwgfAeN33.zip"
"0214","+","Highlight Objects - Spanish","","Visuals and Graphics",184217,"https://www.nexusmods.com/skyrimspecialedition/mods/184217","1.7.1.0","2026/07/05 20:30:44","Highlight Objects Akarnan'S Fork Spanish 184217 1.7.1 6Xybda9IS.rar"
"0215","+","Particle Wind","","Immersion",174812,"https://www.nexusmods.com/skyrimspecialedition/mods/174812","3.5.0.0","2026/05/18 14:25:44","ParticleWind NG-174812-3-5-1778839471.7z"
"0216","+","ENB Light Inventory Fix (ELIF)","","Bug Fixes",66411,"https://www.nexusmods.com/skyrimspecialedition/mods/66411","1.2.1.0","2026/09/24 15:40:49","ELIF 66411 1.2.1 2026-09-20T12-54Z EwgfAezGF.7z"
"0217","+","Wait Your Turn Redux - Enemy Circling Behavior","","Combat",185557,"https://www.nexusmods.com/skyrimspecialedition/mods/185557","1.1.0.0","2026/09/06 23:05:06","Wait Your Turn Redux 185557 v1.1.0 2026-09-06T01-05Z EwgfAePkK.zip"
"0218","+","Bobbing Framework - SKSE Plugin","agrega movimineto a objetos del mundo como barcos","Utilities",186081,"https://www.nexusmods.com/skyrimspecialedition/mods/186081","3.2.0.0","2026/09/24 15:40:30","Bobbing Framework 186081 3.2 2026-09-24T09-41Z L5WQbqfSn.7z"
"0219","+","Bobbing Framework Configs","","Utilities",186081,"https://www.nexusmods.com/skyrimspecialedition/mods/186081","2.0.0.0","2026/08/06 20:38:43","Bobbing Framework Configs 186081 2.0 2026-08-05T10-26Z FpnkHZcpd.7z"
"0220","+","Bobbing Framework SKSE - Dainty Sload","","Animation",186594,"https://www.nexusmods.com/skyrimspecialedition/mods/186594","1.0.0.0","2026/08/01 19:06:34","Bobbing Framework SKSE - Dainty Sload 186594 1 2026-07-26T23-15Z QRde31BQP.7z"
"0221","+","Bobbing Framework SKSE - Abandoned Ship Solstheim","","Animation",186594,"https://www.nexusmods.com/skyrimspecialedition/mods/186594","1.0.0.0","2026/08/01 19:05:44","Bobbing Framework SKSE - Abandoned Ship Solstheim 186594 1 2026-07-28T00-57Z Yj6wQRmFW.zip"
"0222","+","Core Impact Framework (CIF)","","Miscellaneous",146873,"https://www.nexusmods.com/skyrimspecialedition/mods/146873","2.0.7.0","2026/09/06 23:04:54","Core Impact Framework - Latest Version 146873 2.0.7 2026-09-06T21-49Z bqv3tSRCy.zip"
"0223","+","Dynamic Armor Physics","","Immersion",186346,"https://www.nexusmods.com/skyrimspecialedition/mods/186346","1.0.4.0","2026/09/06 23:04:47","Dynamic Armor Physics - Latest Version 186346 1.0.4 2026-09-02T21-32Z lNkz9Lr7q.zip"
"0224","+","Dynamic Armor Physics - MCM menu","","Immersion",186346,"https://www.nexusmods.com/skyrimspecialedition/mods/186346","MCM-01","2026/07/27 16:54:28","Dynamic Armor Physics - MCM menu 186346 MCM-01 2026-07-25T01-12Z kATsMWYuI.zip"
"0225","+","Rain Splashes SKSE","efecto salpicadura lluvia","Visuals and Graphics",186404,"https://www.nexusmods.com/skyrimspecialedition/mods/186404","1.1.1.0","2026/08/28 20:32:38","Rain Splashes SKSE 186404 1.1.1 2026-08-22T22-55Z hfH9s6Dkh.zip"
"0226","+","Dynamic Animation Framework","","Animation",158262,"https://www.nexusmods.com/skyrimspecialedition/mods/158262","1.0.0.0","2026/09/06 23:04:31","Dynamic Animation Framework (DAF) 158262 1.0.0 2026-09-04T21-45Z GkqKVMEFH.7z"
"0227","+","Animated Dropping Item - DAF","","Animation",186619,"https://www.nexusmods.com/skyrimspecialedition/mods/186619","1.0.0.0","2026/07/27 17:38:36","Animated Dropping Item DAF 186619 1 2026-07-27T08-02Z 587RqTBsy.7z"
"0228","+","Animated Scroll Activation - DAF","","Immersion",158856,"https://www.nexusmods.com/skyrimspecialedition/mods/158856","1.0.0.0","2026/07/27 17:38:38","Animated Scroll Activation - DAF-158856-1-1757479238.7z"
"0229","+","Lockpicking for Barbarians","abrir cerraduras a pura fuerza bruta -TEST","Gameplay",94109,"https://www.nexusmods.com/skyrimspecialedition/mods/94109","1.1.2.0","2026/05/04 15:04:37","Lockpicking for Barbarians-94109-1-1-2-1721873926.7z"
"0230","+","Underwater Bubbles - SKSE Plugin","hace burbujas bajo el agua","Immersion",175559,"https://www.nexusmods.com/skyrimspecialedition/mods/175559","2.1.0.0","2026/09/07 18:07:15","Underwater Bubbles 175559 2.1 2026-09-07T06-22Z qTl1SxHoM.zip"
"0231","+","Accurate Projectile Collision","","Bug Fixes",188551,"https://www.nexusmods.com/skyrimspecialedition/mods/188551","2.0.1.0","2026/09/06 23:04:26","Accurate Projectile Collision - Latest Version 188551 2.0.1 2026-09-02T21-02Z 587RqT92b.zip"
"0232","+","Inventory Atlas - Inventory Attributes Library and Stuff","","Modders Resources",178801,"https://www.nexusmods.com/skyrimspecialedition/mods/178801","1.1.1.0","2026/08/30 19:31:47","Inventory Atlas-178801-1-1-1-1780165966.zip"
"0233","+","Inventory Atlas - Inventory Attributes Library and Stuff - Spanish","","Modders Resources",190298,"https://www.nexusmods.com/skyrimspecialedition/mods/190298","1.0.0.0","2026/08/31 20:11:45","Inventory Atlas Inventory - Spanish 190298 1 2026-08-31T23-56Z pQ0AZ3jJG.7z"
"0234","+","ModTrace - Mod Source Search for SkyUI","","User Interface",190165,"https://www.nexusmods.com/skyrimspecialedition/mods/190165","1.1.0.0","2026/09/06 23:00:23","Mod Trace 190165 1.1 2026-09-01T22-44Z eVtX7JkzU.7z"
"0235","+","Unique Region Names Framework","","Utilities",190139,"https://www.nexusmods.com/skyrimspecialedition/mods/190139","1.0.2.0","2026/09/06 22:54:46","Unique Region Name Framework (SKSE) - AE 190139 1.0.2.0 2026-09-01T13-06Z 587RqT9IF.7z"
"0236","+","Unique Region Names Framework - Spanish","","Utilities",190301,"https://www.nexusmods.com/skyrimspecialedition/mods/190301","1.0.2.0","2026/09/07 00:46:24","Unique Region Names Framework Spansih 190301 1.0.2.0 2026-09-01T00-10Z aChSzY0Uy.7z"
"0237","+","Show Quest Name on Items SKSE","","User Interface",190131,"https://www.nexusmods.com/skyrimspecialedition/mods/190131","1.0.0.0","2026/08/30 19:34:17","Show Quest Name on Items SKSE 190131 1 2026-08-30T10-46Z s6Og0dUWh.zip"
"0238","+","Water Collision Crash Fix NG","","Bug Fixes",190886,"https://www.nexusmods.com/skyrimspecialedition/mods/190886","1.1.1.0","2026/09/08 21:44:01","Water Collision Crash Fix 190886 v1.1.1 2026-09-08T18-30Z tSBIcE1QN.zip"
"0239","+","Portal Strict Lights Patcher Framework (SKSE)","","Bug Fixes",190892,"https://www.nexusmods.com/skyrimspecialedition/mods/190892","1.1.1.1","2026/09/14 17:48:37","Portal Strict Lights Patcher Framework (SKSE) - AE 190892 1.1.1.1 2026-09-14T13-35Z 4t2yDcWPq.7z"
"0240","+","STB Features","","Bug Fixes",146660,"https://www.nexusmods.com/skyrimspecialedition/mods/146660","1.2.0.0","2026/09/08 23:00:51","STB Features 146660 1.2 2026-09-08T02-50Z XnIqaC8P7.7z"
"0241","+","Dynamic Torches NG - OIF","traduccion dsd- pernmite apágar antorchas","Immersion",155838,"https://www.nexusmods.com/skyrimspecialedition/mods/155838","1.0.0.0","2026/09/14 20:10:59","Dynamic Torches NG-SKSE 155838 1 2026-09-07T05-58Z QRde31G7G.7z"
